1.000000 0.000000 0.180000 0.067815 0.000000 0.314815 0.577505 0.641607 0.269203 0.000000 0.208015 0.287234 1.000000 0.089680 24.000000
1.000000 0.000236 0.000000 0.242302 0.000000 0.172840 0.547998 0.782698 0.348962 0.043478 0.104962 0.553191 1.000000 0.204470 21.600000
1.000000 0.000236 0.000000 0.242302 0.000000 0.172840 0.694386 0.599382 0.348962 0.043478 0.104962 0.553191 0.989737 0.063466 34.700000
1.000000 0.000293 0.000000 0.063050 0.000000 0.150206 0.658555 0.441813 0.448545 0.086957 0.066794 0.648936 0.994276 0.033389 33.400000
1.000000 0.000705 0.000000 0.063050 0.000000 0.150206 0.687105 0.528321 0.448545 0.086957 0.066794 0.648936 1.000000 0.099338 36.200000
1.000000 0.000264 0.000000 0.063050 0.000000 0.150206 0.549722 0.574665 0.448545 0.086957 0.066794 0.648936 0.992990 0.096026 28.700000
1.000000 0.000921 0.125000 0.271628 0.000000 0.286008 0.469630 0.656025 0.402923 0.173913 0.236641 0.276596 0.996722 0.295254 22.900000
1.000000 0.001554 0.125000 0.271628 0.000000 0.286008 0.500287 0.959835 0.438387 0.173913 0.236641 0.276596 1.000000 0.480684 27.100000
1.000000 0.002303 0.125000 0.271628 0.000000 0.286008 0.396628 1.000000 0.450354 0.173913 0.236641 0.276596 0.974104 0.778146 16.500000
1.000000 0.001840 0.125000 0.271628 0.000000 0.286008 0.468097 0.854789 0.496731 0.173913 0.236641 0.276596 0.974305 0.424117 18.900000
1.000000 0.002457 0.125000 0.271628 0.000000 0.286008 0.539567 0.941298 0.474416 0.173913 0.236641 0.276596 0.988956 0.516556 15.000000
1.000000 0.001249 0.125000 0.271628 0.000000 0.286008 0.469055 0.823893 0.463503 0.173913 0.236641 0.276596 1.000000 0.318433 18.900000
1.000000 0.000983 0.125000 0.271628 0.000000 0.286008 0.446062 0.371782 0.392956 0.173913 0.236641 0.276596 0.983862 0.385762 21.700000
1.000000 0.007007 0.000000 0.281525 0.000000 0.314815 0.457559 0.606591 0.325355 0.130435 0.229008 0.893617 1.000000 0.180188 20.400000
1.000000 0.007099 0.000000 0.281525 0.000000 0.314815 0.485725 0.840371 0.303022 0.130435 0.229008 0.893617 0.957436 0.235375 18.200000
1.000000 0.006981 0.000000 0.281525 0.000000 0.314815 0.435524 0.552008 0.306359 0.130435 0.229008 0.893617 0.996772 0.185982 19.900000
1.000000 0.011775 0.000000 0.281525 0.000000 0.314815 0.454876 0.271885 0.306359 0.130435 0.229008 0.893617 0.974658 0.133830 23.100000
